,Brand,Year,Model,Title,Transmission
8071,Ford,2021,Ranger,2021 Ford Ranger FX4 2.0 (4X4),Automatic
8072,Honda,2007,Civic,2007 Honda Civic Sport,Automatic
8073,Subaru,2012,WRX,2012 Subaru WRX Club Spec (AWD),Manual
8074,Nissan,2009,Maxima,2009 Nissan Maxima 350 ST-S,Automatic
8077,Volvo,2016,XC60,2016 Volvo XC60 T6 R-Design,Automatic
8078,Mercedes-Benz,2004,ML350,2004 Mercedes-Benz ML350 Luxury (4X4),Automatic
8079,Chevrolet,2022,Corvette,2022 Chevrolet Corvette Stingray DCT Carbon Edition,Automatic
8080,Kia,2022,Sportage,2022 Kia Sportage GT-Line (awd),Automatic
8082,LDV,2023,T60,2023 LDV T60 MAX PRO (4X4),Automatic
8085,Land,2005,Rover,2005 Land Rover Range Rover Vogue TD6,Automatic
8088,Land,2017,Rover,2017 Land Rover Range Rover Velar P380 R-Dynamic HSE,Automatic
8089,Hyundai,2016,Veloster,2016 Hyundai Veloster SR Coupe D-CT Turbo,Automatic
8094,Subaru,2016,Forester,2016 Subaru Forester 2.5I-L,Automatic
8096,Toyota,2014,86,2014 Toyota 86 GT,Manual
8097,Holden,2018,Colorado,2018 Holden Colorado LTZ (4X4) (5YR),Manual
8098,Honda,2009,Jazz,2009 Honda Jazz GLI,Manual
8099,Mitsubishi,2020,Outlander,2020 Mitsubishi Outlander ES 5 Seat (awd),Automatic
8100,Audi,2010,Q7,2010 Audi Q7 3.0 TDI Quattro,Automatic
8101,Toyota,2016,Kluger,2016 Toyota Kluger Grande (4X4),Automatic
8103,Subaru,2009,Impreza,2009 Subaru Impreza RS (awd),Manual
8104,Mitsubishi,2022,Outlander,2022 Mitsubishi Outlander ES 2WD,Automatic
8107,Lexus,2019,RX350L,2019 Lexus RX350L Sports Luxury,Automatic
8108,Volkswagen,2023,Amarok,2023 Volkswagen Amarok Auto,Automatic
8112,Subaru,2020,Impreza,2020 Subaru Impreza 2.0I-L (awd),Automatic
8113,Fiat,2014,Freemont,2014 Fiat Freemont,Automatic
8114,Nissan,2017,Pathfinder,2017 Nissan Pathfinder TI (4X4),Automatic
8115,Kia,2022,Stinger,2022 Kia Stinger GT,Automatic
8118,Nissan,2017,Qashqai,2017 Nissan Qashqai ST,Automatic
8122,Kia,2018,Carnival,2018 Kia Carnival SI,Automatic
8124,HSV,2016,Clubsport,2016 HSV Clubsport R8 LSA,Automatic
8125,Mercedes-Benz,2010,CLC200,2010 Mercedes-Benz CLC200 Kompressor,Automatic
8133,Suzuki,2019,Jimny,2019 Suzuki Jimny GLX (qld),Manual
8135,BMW,2019,X1,2019 BMW X1 Sdrive 18D,Automatic
8137,BMW,2019,M140I,2019 BMW M140I,Automatic
8140,Maserati,2018,Levante,2018 Maserati Levante S Gransport,Automatic
8141,Toyota,2016,Landcruiser,2016 Toyota Landcruiser Prado GXL (4X4),Automatic
8143,Mercedes-Benz,2016,GLC250,2016 Mercedes-Benz GLC250,Automatic
8149,MG,2023,HS,2023 MG HS Essence X,Automatic
8150,Audi,2022,RS,2022 Audi RS 6 Avant 4.0 Tfsi Quattro Mhev,Automatic
8151,Renault,2012,Master,2012 Renault Master Mid Roof LWB,Manual
8152,Ford,2018,Ranger,2018 Ford Ranger FX4 Special Edition (5 YR),Automatic
8153,Mitsubishi,2018,Outlander,2018 Mitsubishi Outlander ES Adas 5 Seat (awd),Automatic
8156,HSV,2017,Gtsr,2017 HSV Gtsr,Automatic
8157,Kia,2017,Carnival,2017 Kia Carnival SLi,Automatic
8159,Honda,2021,Accord,2021 Honda Accord VTi-LX,Automatic
8162,Ford,2000,Falcon,2000 Ford Falcon Classic,Automatic
8163,Volkswagen,2016,Multivan,2016 Volkswagen Multivan Highline TDI450,Automatic
8165,HSV,2013,Clubsport,2013 HSV Clubsport,Automatic
8167,Lexus,2021,IS300,2021 Lexus IS300 Luxury +EP1,Automatic
8168,Hyundai,2016,Genesis,2016 Hyundai Genesis,Automatic
8170,Audi,2019,RS4,2019 Audi RS4 Avant 2.9 Tfsi Tiptronic,Automatic
8173,Mercedes-Benz,2013,A200,2013 Mercedes-Benz A200 CDI BE,Automatic
8177,Toyota,2016,Landcruiser,2016 Toyota Landcruiser GXL (4X4) 2 Seat,Manual
8178,Toyota,2007,Corolla,2007 Toyota Corolla Levin ZR,Automatic
8179,Isuzu,2015,D-MAX,2015 Isuzu D-MAX SX HI-Ride (4X2),Automatic
8182,Mitsubishi,2008,Lancer,2008 Mitsubishi Lancer ES Sportback,Manual
8184,Toyota,2017,Kluger,2017 Toyota Kluger GXL AWD,Automatic
8185,Mazda,2022,CX-8,2022 Mazda CX-8 Asaki LE (awd),Automatic
8186,Mitsubishi,2006,Pajero,2006 Mitsubishi Pajero GLS LWB (4X4),Manual
8188,Subaru,2017,WRX,2017 Subaru WRX STI (wing),Manual
8195,Fiat,2020,500,2020 Fiat 500 Lounge,Automatic
8196,Lexus,1998,ES300,1998 Lexus ES300 S,Automatic
8197,Ford,2008,Falcon,2008 Ford Falcon XL (lpg),Automatic
8199,Ford,2017,Everest,2017 Ford Everest Ambiente (rwd 5 Seat),Automatic
8200,Fiat,2013,500,2013 Fiat 500 Sport,Automatic
8202,Mitsubishi,2015,Triton,2015 Mitsubishi Triton GLX-R (4X4),Manual
8203,Honda,2009,Accord,2009 Honda Accord VTI Luxury,Automatic
8204,Kia,2019,Seltos,2019 Kia Seltos GT Line (awd),Automatic
8205,Mazda,2018,CX-8,2018 Mazda CX-8 Asaki (awd),Automatic
8207,Ford,2010,Fiesta,2010 Ford Fiesta CL,Manual
8209,Kia,2019,Sportage,2019 Kia Sportage GT-Line (awd),Automatic
8211,Toyota,2005,Landcruiser,2005 Toyota Landcruiser (4X4) 11 Seat,Manual
8215,Toyota,2003,Corolla,2003 Toyota Corolla Conquest Seca,Automatic
8217,Mercedes-Benz,2014,GL63,2014 Mercedes-Benz GL63 AMG,Automatic
8218,Genesis,2022,G70,2022 Genesis G70 3.3T Sport,Automatic
8220,Mazda,2007,2,2007 Mazda 2 Maxx,Automatic
8224,Toyota,2019,Landcruiser,2019 Toyota Landcruiser Workmate (4X4),Manual
8228,Ford,2020,Mustang,2020 Ford Mustang 2.3 Gtdi,Automatic
8229,Honda,2002,CR-V,2002 Honda CR-V (4X4),Automatic
8230,Nissan,2017,Navara,2017 Nissan Navara ST-X (4X4) (sunroof),Automatic
8234,Lexus,2014,IS250,2014 Lexus IS250 F Sport,Automatic
8235,Mazda,2008,CX-9,2008 Mazda CX-9 Luxury,Automatic
8236,BMW,2016,X4,2016 BMW X4 Xdrive 20I,Automatic
8239,Mercedes-Benz,2023,C200,2023 Mercedes-Benz C200 AMG Line Plus Edition,Automatic
8240,Mazda,2006,MX-5,2006 Mazda MX-5,Manual
8242,Toyota,2019,Kluger,2019 Toyota Kluger GXL (4X2),Automatic
8243,Volkswagen,2013,Touareg,2013 Volkswagen Touareg 150 TDI,Automatic
8245,Holden,2005,Crewman,2005 Holden Crewman S,Automatic
8246,Mercedes-Benz,2023,Vito,2023 Mercedes-Benz Vito VS20 116 CDI LWB RWD,Automatic
8247,Subaru,2012,XV,2012 Subaru XV 2.0I,Manual
8252,Jaguar,2018,XE,2018 Jaguar XE 20T (147KW) R-Sport,Automatic
8255,Honda,2016,CR-V,2016 Honda CR-V VTI-L (4X2),Automatic
8265,Peugeot,2021,2008,2021 Peugeot 2008 Allure,Automatic
8268,Lexus,2021,IS300H,2021 Lexus IS300H F Sport +EP1 Hybrid,-
8269,Mercedes-Benz,2022,A250,2022 Mercedes-Benz A250 4Matic,Automatic
8272,Skoda,2012,Octavia,2012 Skoda Octavia 103 TDI,Automatic
8275,Ford,2010,Focus,2010 Ford Focus LX,Automatic
8276,Volkswagen,2015,Tiguan,2015 Volkswagen Tiguan 132 TSI (4X4),Automatic
8277,Mercedes-Benz,2003,ML350,2003 Mercedes-Benz ML350 Luxury (4X4),Automatic
8278,Mazda,2019,CX-9,2019 Mazda CX-9 Azami SKYACTIV-Drive i-ACTIV AWD LE,Automatic
8280,Kia,2014,Optima,2014 Kia Optima SI,Automatic
8281,Volkswagen,2018,Tiguan,2018 Volkswagen Tiguan Allspace 110 TSI Comfortline,Automatic
8282,Renault,2022,Arkana,2022 Renault Arkana R.s. Line,Automatic
8283,Kia,2022,Sorento,2022 Kia Sorento Sport+ 7 Seat,Automatic
8284,Toyota,2012,Kluger,2012 Toyota Kluger KX-R (4X4) 5 Seat,Automatic
8286,Kia,2009,Grand,2009 Kia Grand Carnival EXE,Automatic
8287,Isuzu,2018,MU-X,2018 Isuzu MU-X LS-M (4X4),Automatic
8288,Toyota,2020,Landcruiser,2020 Toyota Landcruiser LC200 Sahara (4X4),Automatic
8290,BMW,2008,320I,2008 BMW 320I Executive,Automatic
8294,BMW,2022,2,2022 BMW 2 M240I Xdrive,Automatic
8295,Mitsubishi,2012,Lancer,2012 Mitsubishi Lancer es cj my12,Automatic
8298,Toyota,2010,Vellfire,2010 Toyota Vellfire,Automatic
8299,GWM,2023,Ute,2023 GWM Ute Cannon XSR,Automatic
8301,Isuzu,2016,MU-X,2016 Isuzu MU-X LS-T (4X2),Automatic
8302,Ford,2023,Puma,2023 Ford Puma,Automatic
8305,Honda,2020,CR-V,2020 Honda CR-V VTI-S (2WD),Automatic
8308,Mazda,2014,CX-9,2014 Mazda CX-9 Classic (fwd),Automatic
8310,Mercedes-Benz,2019,A250,2019 Mercedes-Benz A250 4Matic AMG Line,Automatic
8311,Toyota,2008,Landcruiser,2008 Toyota Landcruiser Prado GX (4X4),Manual
8312,Hyundai,2013,Elantra,2013 Hyundai Elantra Elite,Automatic
8315,Toyota,2014,Camry,2014 Toyota Camry Atara S,Automatic
8317,Great,2013,Wall,2013 Great Wall V200 (4X4),Manual
8318,Toyota,2000,Altezza,2000 Toyota Altezza Z EDITION,Automatic
8319,Hyundai,2022,I30,2022 Hyundai I30 Active,Automatic
8321,Ford,2007,Ranger,2007 Ford Ranger XL (4X4),Manual
8322,Audi,2022,E-Tron,2022 Audi E-Tron RS GT Quattro,Automatic
8323,Mercedes-Benz,2013,CLA45,2013 Mercedes-Benz CLA45 AMG,Automatic
8325,Volkswagen,2008,Golf,2008 Volkswagen Golf 2.0 TDI Pacific,Automatic
8326,Mercedes-Benz,2019,C63,2019 Mercedes-Benz C63 S,Automatic
8330,Honda,2019,CR-V,2019 Honda CR-V VTI-LX (awd),Automatic
8332,Subaru,2014,XV,2014 Subaru XV 2.0I-L,Manual
8333,Toyota,2010,HiAce,2010 Toyota HiAce KDH201R Van LWB 4dr Auto 4sp 3.0DT,Automatic
8334,Suzuki,2022,Jimny,2022 Suzuki Jimny GLX,Automatic
8335,Holden,2005,Commodore,2005 Holden Commodore SV6,Automatic
8337,Subaru,2011,Impreza,2011 Subaru Impreza WRX (awd),Manual
8340,Nissan,2010,Micra,2010 Nissan Micra,Automatic
8345,Kia,2017,RIO,2017 Kia RIO S,Automatic
8346,Mercedes-Benz,2016,GLS500,2016 Mercedes-Benz GLS500 4Matic,Automatic
8349,Toyota,2020,Landcruiser,2020 Toyota Landcruiser Prado Kakadu,Automatic
8351,Mitsubishi,2023,Pajero,2023 Mitsubishi Pajero Sport GLX (4WD) 5 Seat,Automatic
8356,Holden,2006,Astra,2006 Holden Astra CD,Automatic
8357,Toyota,2009,Estima,2009 Toyota Estima AERAS HYBRID 2.4L 7 SEATER,-
8360,Ram,2020,1500,2020 Ram 1500 Laramie (4X4),Automatic
8361,Volkswagen,2015,Golf,2015 Volkswagen Golf 92 TSI Comfortline,Automatic
8362,Mazda,2021,CX-5,2021 Mazda CX-5 Akera Turbo (awd),Automatic
8365,Ford,2021,Everest,2021 Ford Everest Titanium (4WD),Automatic
8368,Ssangyong,2021,Musso,2021 Ssangyong Musso Ultimate,Automatic
8371,Hyundai,2014,Veloster,2014 Hyundai Veloster + 15 Months Warranty,Automatic
8372,Kia,2006,K2700,2006 Kia K2700,Manual
8373,Lexus,2004,SC430,2004 Lexus SC430,Automatic
8375,Ford,2012,Falcon,2012 Ford Falcon XR6 Limited Edition,Automatic
8377,Ford,2015,Ecosport,2015 Ford Ecosport Ambiente,Automatic
8379,Honda,2009,Odyssey,2009 Honda Odyssey Luxury,Automatic
8382,Toyota,2017,Corolla,2017 Toyota Corolla WXB HYBRID 1.5L 5 SEATER,-
8385,Mitsubishi,1999,Lancer,1999 Mitsubishi Lancer EVOLUTION VI CP9A 4CYL 2.0L 5SP MANUAL 4D SEDAN,Manual
8387,BMW,2015,420I,2015 BMW 420I Modern Line,Automatic
8389,Nissan,2009,Elgrand,2009 Nissan Elgrand,Automatic
8391,Kia,2008,Grand,2008 Kia Grand Carnival (EX),Automatic
8392,Nissan,2009,X-Trail,2009 Nissan X-Trail ST (4X4),Automatic
8393,Mercedes-Benz,2016,GLA180,2016 Mercedes-Benz GLA180,Automatic
8394,BMW,2012,118D,2012 BMW 118D,Automatic
8395,Jeep,2012,Patriot,2012 Jeep Patriot Sport (4X2),Automatic
8396,Dodge,2013,Journey,2013 Dodge Journey SXT,Automatic
8397,Nissan,2018,Pathfinder,2018 Nissan Pathfinder Ti X-tronic 2WD,Automatic
8398,Subaru,2013,Impreza,2013 Subaru Impreza WRX,Manual
8400,Hyundai,2010,Iload,2010 Hyundai Iload,Manual
8401,Nissan,2008,Elgrand,2008 Nissan Elgrand,Automatic
8402,Suzuki,2009,Swift,2009 Suzuki Swift,Automatic
8407,Nissan,2002,Patrol,2002 Nissan Patrol ST (4X4),Automatic
8408,Audi,2007,A6,2007 Audi A6 3.0 TDI Quattro,Automatic
8414,Infiniti,2014,Q50,2014 Infiniti Q50 2.2D S Premium,Automatic
8415,Hyundai,2015,Santa,2015 Hyundai Santa FE Active (4X4),Automatic
8417,Holden,2014,Cruze,2014 Holden Cruze SRI Z-Series,Automatic
8419,Toyota,2007,Landcruiser,2007 Toyota Landcruiser Prado Grande (4X4),Automatic
8420,Mazda,2018,6,2018 Mazda 6 Sport,Automatic
8421,Kia,2006,Cerato,2006 Kia Cerato,Automatic
8422,Toyota,2011,Kluger,2011 Toyota Kluger KX-R (fwd) 5 Seat,Automatic
8424,Lexus,2010,IS250,2010 Lexus IS250 Prestige,Automatic
8426,Mazda,2007,BT-50,2007 Mazda BT-50 B3000 SDX (4X4),Automatic
8428,Audi,2011,A4,2011 Audi A4 2.0 TDI Avant,Automatic
8429,Ford,2010,Focus,2010 Ford Focus XR5 Turbo,Manual
8430,Mitsubishi,2009,Triton,2009 Mitsubishi Triton GLX-R (4X4),Manual
8431,Chrysler,2012,300C,2012 Chrysler 300C SRT8,Automatic
8432,Nissan,2015,X-Trail,2015 Nissan X-Trail Hybrid,-
8434,Ford,2010,Falcon,2010 Ford Falcon (LPG),Automatic
8435,Volvo,2018,XC90,2018 Volvo XC90 D5 Inscription,Automatic
8436,Toyota,2014,Estima,2014 Toyota Estima AERAS 2.4L 7 SEATER,-
8437,Honda,2015,Fit,2015 Honda Fit S-EDITION HYBRID 1.5L 5 SEATER,-
8439,Land,2018,Rover,2018 Land Rover Range Rover Evoque SD4 (177KW) SE,Automatic
8440,Ford,2007,Territory,2007 Ford Territory TX (4X4),Automatic
8442,Jeep,2012,Compass,2012 Jeep Compass Sport (4X2),Automatic
8444,Mazda,2006,BT-50,2006 Mazda BT-50 B2500 DX,Manual
8448,Toyota,2018,Kluger,2018 Toyota Kluger GX (4X4),Automatic
8454,GWM,2023,UTE,2023 GWM UTE Cannon XSR,Automatic
8460,Subaru,2011,Impreza,2011 Subaru Impreza XV (awd),Automatic
8461,Mazda,2016,CX-3,2016 Mazda CX-3 S Touring (fwd),Automatic
8463,Renault,2016,Kangoo,2016 Renault Kangoo 1.6 SWB,Automatic
8468,Mercedes-Benz,2017,CLA250,2017 Mercedes-Benz CLA250 Sport 4Matic,Automatic
8470,Toyota,2003,Landcruiser,2003 Toyota Landcruiser Prado GX (4X4),Automatic
8471,Holden,2014,Cruze,2014 Holden Cruze SRI V,Automatic
8472,Nissan,2008,Cube,2008 Nissan Cube Cubic,Automatic
8473,Toyota,2008,Landcruiser,2008 Toyota Landcruiser Prado GXL (4X4),Automatic
8475,Nissan,2018,X-Trail,2018 Nissan X-Trail Hybrid,-
8476,Holden,2014,UTE,2014 Holden UTE SS Storm,Automatic
8477,Mini,2014,Paceman,2014 Mini Paceman Cooper JCW ALL4,Automatic
8478,BMW,2009,X5,2009 BMW X5 Xdrive 30D Executive,Automatic
8480,Mazda,2006,Tribute,2006 Mazda Tribute V6 Luxury,Automatic
8482,Ford,2012,Territory,2012 Ford Territory TS (4X4),Automatic
8483,Honda,2015,Accord,2015 Honda Accord V6-L,Automatic
8484,Suzuki,2011,Alto,2011 Suzuki Alto GL,Automatic
8486,Toyota,2017,RAV4,2017 Toyota RAV4 GXL (2WD),Automatic
8488,Mitsubishi,2020,Outlander,2020 Mitsubishi Outlander LS 7 Seat (2WD),Automatic
8491,Nissan,2006,Patrol,2006 Nissan Patrol ST,Automatic
8492,Kia,2018,Sportage,2018 Kia Sportage SI (fwd) AO Edition,Automatic
8494,Honda,2013,Odyssey,2013 Honda Odyssey Luxury,Automatic
8496,Subaru,2018,Forester,2018 Subaru Forester 2.0D-L,Automatic
8497,Hyundai,2011,I40,2011 Hyundai I40 Active Tourer - 15 Months,Automatic
8500,Nissan,2008,GT-R,2008 Nissan GT-R R35 TV6 3.8L 6SP SPORTS AUTOMATIC DUAL CLUTCH 2D COUPE,Automatic
8501,Mercedes-Benz,2020,GLC63,2020 Mercedes-Benz GLC63 S 4Matic+,Automatic
8502,Mitsubishi,1998,Lancer,1998 Mitsubishi Lancer GLi,Automatic
8504,Honda,2015,HR-V,2015 Honda HR-V VTI-S,Automatic
8506,Toyota,2019,Tarago,2019 Toyota Tarago GLI,Automatic
8509,Toyota,2021,Camry,2021 Toyota Camry SX Hybrid,Automatic
8511,Toyota,2009,RAV4,2009 Toyota RAV4 SX6,Automatic
8515,Skoda,2020,Kodiaq,2020 Skoda Kodiaq 132 TSI (4X4),Automatic
8517,Volvo,2013,V40,2013 Volvo V40 T5 R-Design,Automatic
8520,Toyota,2004,Landcruiser,2004 Toyota Landcruiser Prado VX (4X4),Automatic
8524,Volkswagen,2009,Caddy,2009 Volkswagen Caddy Maxi Life,Manual
8527,Volvo,2010,XC60,2010 Volvo XC60 3.2,Automatic
8529,Holden,2012,Commodore,2012 Holden Commodore SV6,Manual
8530,Mini,2016,Clubman,2016 Mini Clubman Cooper S,Manual
8531,Volkswagen,2023,Touareg,2023 Volkswagen Touareg 210TDI Tiptronic 4MOTION Elegance,Automatic
8533,Holden,2019,Trax,2019 Holden Trax LS,Automatic
8537,Mazda,2015,6,2015 Mazda 6 Sport,Automatic
8538,BMW,2010,X1,2010 BMW X1 Sdrive 20D,Automatic
8539,Mercedes-Benz,2014,GLA200,2014 Mercedes-Benz GLA200 CDI,Automatic
8541,Renault,2016,Clio,2016 Renault Clio RS 200 Sport,Automatic
8542,Ford,2011,Fiesta,2011 Ford Fiesta LX,Manual
8546,Mazda,2012,CX-5,2012 Mazda CX-5 Maxx (4X4),Automatic
8548,Kia,2009,Sorento,2009 Kia Sorento SI (4X4),Automatic
8549,Nissan,2014,Pathfinder,2014 Nissan Pathfinder ST (4X2),Automatic
8551,Mazda,2004,3,2004 Mazda 3 Maxx,Manual
8552,Ferrari,2010,California,2010 Ferrari California,Automatic
8556,Toyota,2018,Kluger,2018 Toyota Kluger GX AWD,Automatic
8558,Audi,2018,A4,2018 Audi A4 35 TFSI S Tronic S Line,Automatic
8559,Honda,2007,CR-V,2007 Honda CR-V (4X4),Automatic
8560,Land,2017,Rover,2017 Land Rover Discovery Sport TD4 150 HSE 5 Seat,Automatic
8565,Mini,2012,Countryman,2012 Mini Countryman Cooper S Chilli,Automatic
8569,Hyundai,2019,Venue,2019 Hyundai Venue Active,Automatic
8570,Holden,2007,Crewman,2007 Holden Crewman SS,Automatic
8571,Kia,2019,Sorento,2019 Kia Sorento GT-Line (4X4),Automatic
8574,Toyota,2000,Avalon,2000 Toyota Avalon VXI,Automatic
8575,BMW,2019,X1,2019 BMW X1 Sdrive 20I,Automatic
8577,Toyota,2001,Hilux,2001 Toyota Hilux,Manual
8585,GWM,2022,Haval,2022 GWM Haval Jolion LUX,Automatic
8587,Lexus,2021,ES300H,2021 Lexus ES300H F Sport + EP (hybrid),Automatic
8594,Ssangyong,2023,Musso,2023 Ssangyong Musso Ultimate Luxury,Automatic
8595,Subaru,2017,Impreza,2017 Subaru Impreza 2.0S (awd),Automatic
8598,BYD,2022,Atto,2022 BYD Atto 3 Superior,Automatic
8599,Isuzu,2017,D-MAX,2017 Isuzu D-MAX LS-U HI-Ride (4X4),Automatic
8600,Nissan,2019,Pathfinder,2019 Nissan Pathfinder ST+ (4WD),Automatic
8604,Holden,2020,Trailblazer,2020 Holden Trailblazer LTZ (4X4),Automatic
8606,BMW,2015,520D,2015 BMW 520D Touring Luxury Line,Automatic
8607,Iveco,2010,Daily,2010 Iveco Daily 50C15,Manual
8609,Hyundai,2013,I30,2013 Hyundai I30 Tourer Active 1.6 GDI,Automatic
8610,Honda,2014,Odyssey,2014 Honda Odyssey VTI,Automatic
8613,Toyota,2011,Tarago,2011 Toyota Tarago GLX,Automatic
8615,Ford,2008,Falcon,2008 Ford Falcon G6E (lpg),Automatic
8619,Volvo,2015,XC90,2015 Volvo XC90 T6 2.0 R-Design,Automatic
8622,Nissan,2010,Maxima,2010 Nissan Maxima 250 ST-L,Automatic
8623,Haval,2019,H9,2019 Haval H9 Ultra,Automatic
8631,Holden,2017,Equinox,2017 Holden Equinox LTZ-V (awd),Automatic
8632,Mazda,2022,3,2022 Mazda 3 G25 GT,Automatic
8637,Land,2019,Rover,2019 Land Rover Discovery Sport SD4 (177KW) HSE AWD,Automatic
8639,BMW,2014,428I,2014 BMW 428I Modern Line,Automatic
8640,Toyota,2004,Landcruiser,2004 Toyota Landcruiser (4X4),Manual
8641,Kia,2017,Sportage,2017 Kia Sportage QL AO Edition Wagon 5dr Spts Auto 6sp AWD 2.0DT [MY18],Automatic
8642,Toyota,2004,Voxy,2004 Toyota Voxy,Automatic
8644,Hyundai,2012,Accent,2012 Hyundai Accent Elite,Automatic
8645,Toyota,2004,RAV4,2004 Toyota RAV4 CV (4X4),Automatic
8646,Holden,2012,Colorado,2012 Holden Colorado LX (4X4),Automatic
8647,Subaru,2013,WRX,2013 Subaru WRX RS40 (awd),Manual
8649,Mitsubishi,2022,Outlander,2022 Mitsubishi Outlander Aspire 7 Seat (awd),Automatic
8652,Toyota,2007,Corolla,2007 Toyota Corolla ZRE152R Ascent Hatchback 5dr Auto 4sp 1.8i,Automatic
8653,Ford,2017,Focus,2017 Ford Focus Titanium,Automatic
8654,Toyota,2023,C-HR,2023 Toyota C-HR GR-S (2WD) Hybrid,Automatic
8655,Opel,2012,Corsa,2012 Opel Corsa Colour,Automatic
8656,Nissan,2018,Navara,2018 Nissan Navara SL (4X4) Silverline Edition,Automatic
8659,Mitsubishi,2017,Triton,2017 Mitsubishi Triton GLS (4X4) Sports EDT,Automatic
8660,Toyota,2014,RAV4,2014 Toyota RAV4 GX (4X4),Automatic
8661,Toyota,2021,Supra,2021 Toyota Supra GTS,Automatic
8662,Honda,2006,Accord,2006 Honda Accord Euro Euro,Automatic
8664,Land,2014,Rover,2014 Land Rover Discovery 4 3.0 SDV6 HSE,Automatic
8668,Toyota,2007,Aurion,2007 Toyota Aurion Prodigy,Automatic
8670,Hyundai,2014,Accent,2014 Hyundai Accent Active,Automatic
8672,Renault,2019,Koleos,2019 Renault Koleos Intens X-Tronic (4X4),Automatic
8675,Ford,2019,Focus,2019 Ford Focus Active,Automatic
8676,Suzuki,2019,Vitara,2019 Suzuki Vitara Turbo,Automatic
8678,Jaguar,2016,XE,2016 Jaguar XE 25T R-Sport,Automatic
8679,Holden,2018,Astra,2018 Holden Astra LS,Automatic
8680,Toyota,2020,RAV4,2020 Toyota RAV4 Edge (awd),Automatic
8685,Skoda,2018,Octavia,2018 Skoda Octavia 110 TSI,Automatic
8686,Mercedes-Benz,2015,GLC250,2015 Mercedes-Benz GLC250 D,Automatic
8687,Toyota,2014,Land,2014 Toyota Land Cruiser Workmate,Manual
8689,Hyundai,2018,Sonata,2018 Hyundai Sonata Premium,Automatic
8693,BMW,2014,X5,2014 BMW X5 Xdrive 30D,Automatic
8694,Mercedes-Benz,2019,X250,2019 Mercedes-Benz X250 D Power (4Matic),Automatic
8697,Mercedes-Benz,2016,E220,2016 Mercedes-Benz E220 D,Automatic
8698,Hyundai,2021,Venue,2021 Hyundai Venue,Automatic
8699,Toyota,2017,Landcruiser,2017 Toyota Landcruiser Prado VX (4X4),Automatic
8702,Holden,2014,Trax,2014 Holden Trax LS,Automatic
8707,Mitsubishi,2022,Triton,2022 Mitsubishi Triton Glx+ (4X4),Automatic
8708,Toyota,2009,Estima,2009 Toyota Estima AERAS 2.4L 7 SEATER,-
8712,BMW,2015,X4,2015 BMW X4 Xdrive 20D,Automatic
8713,Mercedes-Benz,2023,EQB,2023 Mercedes-Benz EQB 350 4Matic,Automatic
8715,Mitsubishi,2012,Triton,2012 Mitsubishi Triton GL-R (4X4),Automatic
8717,LDV,2019,T60,2019 LDV T60 Trailrider (4X4),Automatic
8725,Renault,2017,Captur,2017 Renault Captur Expression,Automatic
8726,Toyota,2012,Yaris,2012 Toyota Yaris YRX,Automatic
8727,BMW,2008,3,2008 BMW 3 Series 20i,Automatic
8729,Volvo,2017,V40,2017 Volvo V40 T4 Inscription,Automatic
8730,Holden,2017,Colorado,2017 Holden Colorado LT (4X2),Automatic
8731,Kia,2016,Sportage,2016 Kia Sportage SI (awd),Automatic
8732,Honda,2019,Civic,2019 Honda Civic VTI-S,Automatic
8735,Honda,2016,Civic,2016 Honda Civic VTI,Automatic
8736,Kia,2012,RIO,2012 Kia RIO SI,Automatic
8737,Toyota,2017,Kluger,2017 Toyota Kluger GXL (4X2),Automatic
8738,BMW,2017,X4,2017 BMW X4 Xdrive 35I,Automatic
8739,Volkswagen,2011,Golf,2011 Volkswagen Golf 90 TSI Trendline,Automatic
8742,Mitsubishi,2022,Outlander,2022 Mitsubishi Outlander LS 7 Seat (2WD),Automatic
8743,Jeep,2023,Grand,2023 Jeep Grand Cherokee Overland 5 Seat (4X4),Automatic
8744,Audi,2009,A3,2009 Audi A3 2.0 Tfsi Ambition,Automatic
8746,Volkswagen,2017,Polo,2017 Volkswagen Polo Urban + (81Tsi),Automatic
8748,Lexus,2014,RX450H,2014 Lexus RX450H Luxury,Automatic
8750,Toyota,2021,RAV4,2021 Toyota RAV4 GX (awd) Hybrid,Automatic
8751,Honda,2014,Fit,2014 Honda Fit FIT,-
8752,Kia,2020,Sorento,2020 Kia Sorento GT-Line 7 Seat,Automatic
8755,Mercedes-Benz,2015,CLS250,2015 Mercedes-Benz CLS250 D,Automatic
8756,Mahindra,2023,XUV700,2023 Mahindra XUV700 AX7L,Automatic
8758,Ford,2019,Everest,2019 Ford Everest Sport (4WD 7 Seat),Automatic
8762,Toyota,2020,Camry,2020 Toyota Camry SL,Automatic
8764,Renault,2018,Master,2018 Renault Master Mid Roof LWB AMT,Automatic
8766,Ford,2021,Everest,2021 Ford Everest Sport (rwd),Automatic
8767,Nissan,2021,Juke,2021 Nissan Juke ST,Automatic
8768,Genesis,2019,G80,2019 Genesis G80 3.8,Automatic
8769,Nissan,2015,Qashqai,2015 Nissan Qashqai TL,Automatic
8774,Mercedes-Benz,2014,GLA250,2014 Mercedes-Benz GLA250 4Matic,Automatic
8779,Ford,2018,Everest,2018 Ford Everest Ambiente (4WD 5 Seat),Automatic
8781,Holden,2015,UTE,2015 Holden UTE SV6,Automatic
